OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,Shape__Area,Shape__Length
491,Ethembeni, ,Rameshvar Drive / Onyx Place,63,Shallcross,"-29,8832443381662","30,8851893542501",Western,Standpipes,Ablution facility & Pit privies,C&SW contractor,Yes,I0591,41,B2,10360.4497451782,812.03111847763
492,Ratna/kwaBridge, ,Burlington Road,65,Burlington,"-29,8957242177228","30,8890298080001",Western,TBC,TBC,C&SW contractor,Planned,I0592,167,B2,22498.0670089722,828.631747864155
493,Dassenhoek - Block C, ,District Road,14/12,Dassenhoek,"-29,8494695068326","30,7869518601253",Western,Standpipes,TBC,C&SW contractor,Yes,I0044,1445,B1,1290025.23763275,5543.94182372276
494,Dassenhoek - Block D, ,Milky Way,14,Thornwood / Tshelimnyama-Mpola / Dassenhoek,"-29,8525485228691","30,7992000907649",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0045,1380,B1,839910.587654114,4400.87281423467
495,Emmaus, ,Emmaus Road,15,Westmead,"-29,8215403989432","30,8254622313922",Western,Nearby houses,Pit Privies,C&SW contractor,Yes,I0064,476,B1,68376.9757995605,4729.59356546105
496,Sagu (Sandton phase 3),Sandton phase 3,MR 518 Route / Mpangele Drive,12,KwaNdengezi,"-29,8522052080304","30,7763104735001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0177,958,B1,500589.337585449,7499.69990976822
497,Sandton phase 3 (Rockdale ), ,A Luthuli Crescent,12,KwaNdengezi,"-29,8692218004787","30,7620360615001",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit privies,C&SW contractor,Yes,I0179,128,B1,46582.4362716675,1641.85290150734
498,Marianridge Station, ,Old Richmond Road,17,Intake,"-29,8692570485799","30,8283534535001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0605,242,B2,31988.7105636597,1839.93781776915
499,Mngcweni,Rietvallei Phase 1B,Track 65311,4/1,Mngcweni / Harrison,"-29,7103712664814","30,6468163550001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0132,932,B1,1075151.38050079,11128.6570759459
500,Woodyglen,Zamani Phase 1B,Saganga  Highway,6,Mpumalanga-East,"-29,8360608600826","30,6235687920002",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0371,370,B1,150481.13949585,4850.69811528788
501,Cliffdale School Station, ,62025 Street,103,Cliffdale,"-29,788911578272","30,6870496171725",Western,Standpipes,Pit Privies,C&SW contractor,TBC,I0035,2375,B1,1928735.35340881,7992.06744318113
502,Panekeni, ,Layby Road,4,Fredville / Esikhelekehleni,"-29,6991399943364","30,6744563388339",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0155,1279,B1,624480.199615479,3762.60276097019
503,Madwaleni, ,Layby Road,4,Fredville,"-29,700264038651","30,667531360754",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0120,610,B1,593089.591545105,3328.22591342239
504,Diphini, ,Old Main Road,4,Fredville,"-29,7057823951485","30,6727116753402",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0050,936,B1,333329.366661072,3440.30166719264
505,Gasa Section, ,Layby Road,4,Fredville,"-29,70724973992","30,6629710140537",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0076,642,B1,443026.182037354,4866.30853096435
506,Mpuma, ,Layby Road,4,Fredville / Sithumba,"-29,690837952456","30,6792151679327",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0139,2307,B1,2112753.64969635,8086.86604863988
507,Meyiwa Main, ,Meyiwa Main Rd,91,Mpumlanga-West,"-29,8120935545846","30,6048931725001",Western,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Yes,I0128,104,B1,38810.3365859985,2492.65501151649
508,Minitown, ,Mthoko Mkhize Road,5/91,Georgedale / Mpumalanga-East,"-29,7978903407607","30,6303605696262",Western,TBC,Pit Privies,C&SW contractor,Yes,I0131,1263,B1,564327.966773987,5945.93702850193
509,Zibuse,Hammarsdale Extension,400178 Street,4,Hammersdale - Sterkspruit,"-29,7911568847309","30,6311082074365",Western,Standpipes,Pit Privies,C&SW contractor,Planned,I0375,1236,B1,1311544.38289642,5205.25837219559
510,Nazareth, ,Dlamini Street,16,Nazareth,"-29,84955830761","30,8494137540001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0829,996,B2,522303.467914581,7232.33672865711
511,Dassenhoek - Block G, ,Track 75199,12,Dassenhoek Rural,"-29,859643329553","30,7877926076848",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0047,647,B1,448078.784942627,4768.22863864841
512,Bux Farm, ,Cnr Cliffdale Rd and Rd 400521,103,Bux Farm,"-29,7891623933","30,708809705036",Western,TBC,TBC,C&SW contractor,TBC,I0844,217,B2,58991.7413330078,1847.52862266478
513,Woody Glen Overspill, ,561 Street/Embuthweni Road/Buthelezi Street,6,Mpumalanga-East,"-29,8357739782177","30,6158688280001",Western,TBC,TBC,C&SW contractor,Yes,I0370,680,B1,821068.511962891,7861.33388028075
514,A1 Mpumalanga, ,Mofokeng Road,91,Mpumalanga-West,"-29,8073463388157","30,6012426485001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0001,152,B2,49744.5364379883,2536.32281541918
515,Motala heights 1, ,Ridge Road / Motala Street,15,Motala Heights,"-29,8054107470731","30,8330322434949",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0135,184,B1,19203.0521202087,923.789752132838
516,Grassmere Drive, ,Grassmere Dr,13,Nagina,"-29,8829943310776","30,8180940854758",Western,TBC,TBC,C&SW contractor,TBC,I0081,216,B1,49417.3864097595,1262.37160535405
517,Ekukhanyeni,Tshelimnyama phase 4 Ext,MR 559 / 47700 STR,15,Tollgate,"-29,8322476941156","30,7891861119152",Western,TBC,TBC,C&SW contractor,TBC,I0202,2031,B2,917385.699279785,5477.65307948541
518,KwaCele / Ethembeni,Fredville Phase 2 Ext,65006 Street,4,Fredville,"-29,7213549733908","30,6529327875001",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0099,74,B1,25506.4788589478,1544.89824134391
519,Mpola Phase 3 Ext,Mpola Phase 3,Milky Way,14,Thornwood & Tshelimnyama-Mpola,"-29,8581792592781","30,8186083532895",Western,Standpipes,Pit Privies& water borne sew,C&SW contractor,Yes,I0138,586,B1,193645.283653259,3439.48631920669
520,Marianridge-Mpola Ext,Marianridge,Central Drive,14/13,Tshelimnyama-Mpola / Marianridge,"-29,8578216378408","30,8240324034879",Western,TBC,TBC,C&SW contractor,TBC,I0888,1284,B2,258237.821578979,3510.60984846204
521,Umlazi - K - KX13,KX13,Josiah Dlamini Road / Mpevu Road,84,Umlazi - K,"-29,9661188863743","30,8486079916946",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0283,13,A,1040.75896072388,264.768666180094
522,Umlazi - H - HX8,HX8,Zihlahla Road / Nyamazane Street,78,Umlazi - H / Umlazi - J,"-29,9469257263048","30,8653617635851",Southern,TBC,VIPs,C&SW contractor,Yes,I0257,153,A,14379.2437820435,1593.59990284204
523,Umlazi - J - JX6,JX6,Zihlahla Road,78,Umlazi - J,"-29,9464488268076","30,8602191641673",Southern,4 Standpipe,VIPs,C&SW contractor,Yes,I0270,26,A,1687.97848892212,323.245392628672
524,Damede 2 (1 of 3), ,Nhliziyo Place,72,Demat / Welbedacht / Savannah Park,"-29,8982297847562","30,8531105112501",Western,TBC,TBC,C&SW contractor,TBC,I0914,14,B1/B2,1677.90310287476,426.970764835807
525,Asinamali / Toni (St.Wendolins),Santi (Phase 4),Wiltshire Road,63/16,AMT Industrial / Southmead,"-29,8628663755533","30,854135152",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0018,471,B1,90387.3823547363,3227.79983165113
526,Dassenhoek 3, ,Thornwood Road,13,Madiba Valley,"-29,86195907268","30,8106355230001",Western,TBC,TBC,C&SW contractor,TBC,I0905,67,B1,25456.822719574,1208.85926536982
527,Lower Thornwood, ,Thornwood Road / Greyvillea Road / Solandra Crescent,13/14,Madiba Valley,"-29,8675387239345","30,8072686926571",Western,"Ablution facility Taps, Standpipes & Individual connections",Ablution Facility,C&SW contractor,Yes,I0114,363,B1,95002.4496040344,4725.57396873194
528,Madiba Valley, ,50416 Street,14,Madiba Valley,"-29,8615336840493","30,8006508240001",Western,Ablution Facility taps & Individual connections,Ablution Facility & VIPs,C&SW contractor,Yes,I0119,395,B1,73258.2344169617,2030.08292078416
529,Umlazi - H - H14,H14,Alison Street / Isandlwana Street,79,Umlazi - H,"-29,9406369310121","30,8679752991109",Southern,TBC,VIPs,C&SW contractor,Yes,I0251,264,A,32864.2159004211,3868.89484900558
530,Mabhida,Stop Mabhida,Mazenze Str / Zwelabo Cres,13,Luganda,"-29,8816400923884","30,8036644107841",Western,NO,TBC,C&SW contractor,Planned,I0864,57,B2,19732.4934005737,1710.55993511192
531,Engojeni Ka Santi, ,Gravel Road 50395,16,Southmead,"-29,8653715541824","30,8491920830002",Western,Standpipe,TBC,C&SW contractor,Yes_under Construction,I0065,27,B1,5884.67246246338,874.825661458738
532,Dassenhoek - Block B (Mocambique),Mocambique,MR559 Route,14/15,Dassenhoek,"-29,8428245206422","30,7917009076245",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0043,1384,B1,761148.152111053,9200.39191662807
533,Ezibovini/Zone 4,Zamani,414 Street/Ximba Road,6,Mpumalanga-East,"-29,8325018179643","30,6331079683816",Western,TBC,TBC,C&SW contractor,TBC,I0073,183,B1,69740.9958114624,3790.79107319206
534,Harare 1, ,Layby Road,4,Fredville,"-29,706757406429","30,6684615879813",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0085,311,B1,109815.71975708,3748.32776832357
535,Zamani 2, ,Gwacela Road / Dlamini Road,6,Mpumalanga-East,"-29,8218712652494","30,6402100574481",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0372,193,B1,147472.719810486,4499.46973644232
536,Zamani 2A, ,Sibisi Road / Dimba Road,6/91,Mpumalanga-East,"-29,820699881087","30,6485582060001",Western,Ablution Facility Taps and Ground water tank,Ablution Facility,C&SW contractor,Yes,I0373,684,B1,490607.123123169,14115.0465393613
537,KwaCutshwayo (Coffee-Farm phase 2) Ext,Sandton Phase 2,MR518,12,KwaNdengezi,"-29,8573594296265","30,7823752510001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0100,938,B1,670016.206123352,14768.4359421185
538,Demat, ,Demat Road,72,Demat,"-29,8984946451031","30,845419640171",Western,TBC,TBC,C&SW contractor,Yes,I0048,603,B1,192928.618968964,5995.09267532909
539,Tshelimnyama phase 3 Overspill, ,Umhlathuzana Road,15,Tshelimnyama-Mpola,"-29,8351123006763","30,799816429",Western,Individual connections,Water borne sewer,C&SW contractor,Yes,I0201,800,B1,197406.652431488,6826.23923926579
540,Gede Section,Salem phase 1,A3768 Road,7,Salem Community,"-29,8459203482417","30,7349700703753",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0077,394,B1,324699.135292053,5276.42104424245
541,Mpola Phase 2 Ext,Mpola Phase 2,200213 Street / 201191 Street,15,Tshelimnyama-Mpola,"-29,8474882764602","30,8124599007501",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0137,976,B1,329085.096580505,14605.7976824418
542,Esikhelekehleni 2, ,D1004,4,Sithumba,"-29,7079552887399","30,6935560562501",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0069,297,B1,314844.406402588,5274.70700792502
543,Emangabazini / KaGogodwayo,Salem phase 2,MR461,7,Salem Community,"-29,856481254944","30,7416727728627",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0060,1311,B1,532737.170661926,4452.67911995839
544,Ezakhiweni / Wawa, ,MR461,7,Salem Community,"-29,8586761386229","30,7371831049946",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0071,746,B1,423785.629981995,4729.85971715568
545,Ezibomvini, ,ZD615 Road,7,Mandlakazi / Ntshongweni,"-29,8481222180422","30,66572875525",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0072,285,B1,556745.148605347,7541.16412835534
546,Dassenhoek - Block F, ,Bhekisizwe Road,14/12,Dassenhoek,"-29,8564366372406","30,7929381294639",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0046,882,B1,486934.375339508,6625.70634550481
547,Umlazi - K - KX10,KX10,Griffiths Mxenge Highway / Mayibuye Road,78,Umlazi - K,"-29,9611892290151","30,8558038907084",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0282,246,B1,17187.4607048035,712.809148773294
548,Cato Crest Overspill, ,Vusi Mzimela Road,30/101,Cato Crest / Cato Crest - Open Space,"-29,8527402226135","30,981216935",Southern,"Ablution Facility Taps, Standpipes & Ground water tank",Ablution facility & Pit Privies,C&SW contractor,TBC,I0032,247,B1,35545.3020744324,1988.00978395927
549,Umlazi - H - HX6 A & B,HX6 A & B,Isandlwana Street / Zihlahla Road,79,Umlazi - H,"-29,9396973221411","30,8685612958235",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0256,504,A,44575.9310188293,5194.69354512572
550,AMT Industrial, ,Mkhize Road / unnamed gravel road,16,AMT Industrial,"-29,8595458549956","30,8552145774887",Western,TBC,Pit Privies,C&SW contractor,TBC,I0017,93,B1,29012.2177734375,2284.66967505399
551,Luganda Ext., ,Luganda Road,13,Nagina,"-29,886433583772","30,8092501117935",Western,Standpipes,Pit Privies,C&SW contractor,Not electrified,I0925,40, ,56589.0406036377,1223.89036682975
552,Ebuhleni,special settlement,Matebetulu Road, 3,Matabetule,"-29,7069758982887","30,8860257943869",Western,Standpipes,"Pit Privies, VIP, Flush toilets",C&SW contractor,Not Electrified,I0924,10011,B1,1082014.47325706,4752.49871657717
553,Pilgrims x, ,Nogin Road / Orient Road,90,Isipingo,"-29,9717860459022","30,9321505655234",Southern,Ablution Facility Taps,Ablutiion Facility,C&SW contractor,Yes,I0158,450,B1,23820.8654403687,705.292307948984
554,Dilkoosh Road, ,65 Dilkoosh Road,65,Northdene,"-29,8625286759651","30,8930146321048",Western,TBC,TBC,C&SW contractor,TBC,I0926,4, ,376.552026748657,86.3277070478552
555,Riddles Road, ,1 Radford Gardens,65,Hillary,"-29,8777314564256","30,9319812145729",Western,TBC,TBC,C&SW contractor,TBC,I0927,5, ,383.800985336304,118.816366469425
556,Radford Gardens, ,1 Radford Gardens,65,Hillary,"-29,8784713242699","30,9364309990936",Western,TBC,TBC,C&SW contractor,TBC,I0928,29, ,2974.11998176575,333.242078789475
557,Mawelewele overspill, ,Umnyovu Road,72,Demat,"-29,8967089633895","30,8466924927192",Western,TBC,TBC,C&SW contractor,TBC,I0929,72, ,35403.8701057434,998.773580913596
558,Isithundu Hill Overspill/Ext., ,Dambuza Rd,13,Sukuma,"-29,8768165870403","30,8014372470001",Western,TBC,TBC,C&SW contractor,TBC,I0090,358,B1,109619.93473053,4876.59676213634
559,Lindelani, ,Ntuzuma - Main Road,43/38,Ntuzuma - D-Lindelani,"-29,7336554825059","30,9297101865001",Northern,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0113,1222,B1,251045.603256226,10359.7474606571
560,Cato Crest, ,Vusi Mzimela Road,30/101,Cato Crest / Cato Crest - Open Space,"-29,8502324024984","30,9759999555002",Southern,"Ablution Facility Taps, Standpipes & Ground water tank",Ablution facility & Pit Privies,C&SW contractor,Yes_Investigate  / Prioritise,I0390,2081,B1/B2,274848.218481064,8815.00538414202
561,Ekuthuleni 1,Lamontville MEC,Hall/ Kulu / Malinga Roads,75,Lamontville,"-29,9492147943578","30,9420219587552",Southern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0055,220,B1,17194.0956668854,1371.43277152324
562,Mandela Drive, ,Horseshoe Road,32,Clairwood,"-29,9173582920326","30,9855466864038",Southern,TBC,TBC,TBC,TBC,I0930,31, ,1060.44951438904,141.739928234606
563,Ezipokini, ,Sirdar road,32,Clairwood,"-29,9114172952167","30,9823241207283",Southern,TBC,TBC,TBC,TBC,I0931,70, ,1302.29644727707,180.593328283397
564,Kingrest, ,Lucas Crescent,66,Fynnlands / Grosvenor,"-29,9068386243348","31,0114634124573",Southern,TBC,TBC,TBC,TBC,I0932,10, ,3347.79421710968,259.241689247892
565,Duma Mbhele, ,Mbele Street, 69,Lamontville,"-29,9385857741353","30,9381937971102",Southern,TBC,TBC,TBC,TBC,I0933,35, ,4364.02187347412,348.378624927075
566,Soweto, ,Thirty Third Avenue / Clermont Road,92,Clermont Emngeni,"-29,7954645668291","30,9075593857641",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0191,337,B1,42760.4581413269,1931.69975994933
